article_name,country,revision_id,population,article_quality
Template:Portugal-politician-stub,Portugal,561074684,"10,349,000",Stub
Martim Afonso de Brito,Portugal,664669156,"10,349,000",Stub
Veríssimo Aguiar Cabral,Portugal,680680191,"10,349,000",Stub
Vítor Aleixo,Portugal,690548204,"10,349,000",Stub
Fernão Martins da Fonseca Coutinho,Portugal,697369222,"10,349,000",Stub
Antão Martins Homem,Portugal,700458967,"10,349,000",Start
Francisco Lopes,Portugal,703412803,"10,349,000",Stub
Jorge de Melo,Portugal,703721936,"10,349,000",Stub
Alfredo Dinis,Portugal,706536578,"10,349,000",Stub
Adelino da Palma Carlos,Portugal,706657010,"10,349,000",Start
Joaquim Magalhães Mota,Portugal,706692574,"10,349,000",Start
António Maria Baptista,Portugal,706838351,"10,349,000",Stub
José Vitoriano,Portugal,706895462,"10,349,000",Stub
Militão Ribeiro,Portugal,708048408,"10,349,000",Stub
Francisco da Veiga Beirão,Portugal,708078412,"10,349,000",Start
José Macedo Vieira,Portugal,708578704,"10,349,000",Stub
David José Alves,Portugal,708579937,"10,349,000",Stub
José Santos Marques,Portugal,710135228,"10,349,000",Stub
Manuel Maria Coelho,Portugal,710372216,"10,349,000",Stub
João Duarte de Sousa,Portugal,710999481,"10,349,000",Start
João Teixeira Soares de Sousa,Portugal,710999695,"10,349,000",Start
Francisco Manuel Trigoso,Portugal,712689174,"10,349,000",Start
Domingos Oliveira,Portugal,713284593,"10,349,000",Stub
Carlos Robalo,Portugal,714247387,"10,349,000",Stub
José Dias Ferreira,Portugal,714268844,"10,349,000",Stub
António Marques Mendes,Portugal,714591019,"10,349,000",Start
João Crisóstomo de Abreu e Sousa,Portugal,714865836,"10,349,000",Stub
Victor Crespo,Portugal,715330133,"10,349,000",Start
Fernando Amaral,Portugal,715330269,"10,349,000",Stub
Francisco de Oliveira Dias,Portugal,715379110,"10,349,000",Start
Leonardo Ribeiro de Almeida,Portugal,715379252,"10,349,000",Stub
Teófilo Carvalho dos Santos,Portugal,715379279,"10,349,000",Start
Gonçalo Vasques de Moura,Portugal,716083266,"10,349,000",Stub
Marcelo Duarte Matias,Portugal,716730134,"10,349,000",Stub
Manuel Monge (military figure),Portugal,717549990,"10,349,000",Stub
Pedro Nuno Bártol,Portugal,717907391,"10,349,000",Stub
António Maria de Sousa Horta e Costa,Portugal,719103722,"10,349,000",Start
Álvaro da Cunha,Portugal,719913892,"10,349,000",Stub
Gonçalo Martins de Abreu,Portugal,719931352,"10,349,000",Stub
"Garcia Moniz, o Gasco",Portugal,719933090,"10,349,000",Stub
Armindo Monteiro,Portugal,720151608,"10,349,000",Stub
João de Melo,Portugal,720415715,"10,349,000",Stub
Jorge Jardim,Portugal,720610377,"10,349,000",Stub
Nuno Viriato Tavares de Melo Egídio,Portugal,720930255,"10,349,000",Stub
Jaime Batalha Reis,Portugal,721265452,"10,349,000",Stub
Juvenal de Araújo,Portugal,721624646,"10,349,000",Stub
António de Serpa Pimentel,Portugal,721758914,"10,349,000",Stub
José de Freitas Ribeiro,Portugal,722065193,"10,349,000",Stub
Sebastião Custódio de Sousa Teles,Portugal,722066125,"10,349,000",Stub
José Hipólito Raposo,Portugal,722854384,"10,349,000",Start
"António José de Ávila, 2nd Marquis of Ávila and Bolama",Portugal,723531386,"10,349,000",C
Paulo Cafôfo,Portugal,723607968,"10,349,000",Stub
Guilherme d'Oliveira Martins,Portugal,724085589,"10,349,000",Start
António Dias de Oliveira,Portugal,724432754,"10,349,000",Stub
António Rodrigues Sampaio,Portugal,724432803,"10,349,000",Stub
"Francisco Xavier da Silva Pereira, 1st Count of Antas",Portugal,725159949,"10,349,000",Start
Afonso Mendes de Melo,Portugal,727842422,"10,349,000",Stub
José Alberto dos Reis,Portugal,730647424,"10,349,000",Stub
João Maria Ferreira do Amaral,Portugal,730792888,"10,349,000",Start
Teresa Patrício de Gouveia,Portugal,730898693,"10,349,000",Start
Maria do Carmo Seabra,Portugal,730903399,"10,349,000",Stub
"Gonçalo Coutinho, 2nd Count of Marialva",Portugal,730973052,"10,349,000",Stub
Vasco Martins de Sousa,Portugal,730973092,"10,349,000",Stub
Ernâni Lopes,Portugal,731671017,"10,349,000",Stub
Luís da Cunha,Portugal,733266868,"10,349,000",Start
Afonso Pires Gato,Portugal,733958868,"10,349,000",Stub
José Adriano Pequito Rebelo,Portugal,734136897,"10,349,000",Start
António Luís Gomes,Portugal,734178880,"10,349,000",Stub
"Vasco Fernandes Coutinho, lord of Couto",Portugal,734619908,"10,349,000",Stub
Estevão Martins de Leomil,Portugal,734620074,"10,349,000",Stub
Egas Garcia da Fonseca,Portugal,734620501,"10,349,000",Stub
Júlio Fogaça,Portugal,736444392,"10,349,000",Stub
Luís Marques Guedes,Portugal,736497820,"10,349,000",Stub
João de Freitas do Amaral,Portugal,738679841,"10,349,000",Start
Tomé de Barros Queirós,Portugal,738874479,"10,349,000",Stub
António Borges,Portugal,741462203,"10,349,000",Start
João de Alpoim,Portugal,742000197,"10,349,000",Stub
Luis de Alpoim,Portugal,742003553,"10,349,000",Start
Fernão Álvares da Maia,Portugal,744246406,"10,349,000",Stub
Álvaro Gonçalves da Maia,Portugal,744247625,"10,349,000",Stub
Martim da Maia,Portugal,744249693,"10,349,000",Stub
Elvino de Brito,Portugal,744319127,"10,349,000",Stub
João Fernandes de Andrade,Portugal,744413419,"10,349,000",Stub
"Rui Gomes de Abreu, alcaide",Portugal,744414032,"10,349,000",Stub
Fernão Brandão Sanches,Portugal,744415915,"10,349,000",Stub
Pedro Gomes de Abreu,Portugal,744416311,"10,349,000",Stub
Leonel de Lima,Portugal,744417295,"10,349,000",Stub
Martim Lourenço da Cunha,Portugal,744431850,"10,349,000",Stub
Urraca Afonso,Portugal,744434001,"10,349,000",Stub
António Borges Coutinho,Portugal,744572787,"10,349,000",Start
Cristóvão Soares de Melo,Portugal,744702872,"10,349,000",Stub
Soeiro Raimundes de Riba de Vizela,Portugal,744717324,"10,349,000",Stub
Pero Fromarigues de Guimarães,Portugal,744720785,"10,349,000",Stub
Flávio Ataúlfo de Coimbra,Portugal,744721079,"10,349,000",Stub
António Barbosa de Melo,Portugal,744792210,"10,349,000",Start
Artur Alberto de Campos Henriques,Portugal,745076911,"10,349,000",Start
Martim Afonso Chichorro II,Portugal,745245781,"10,349,000",Stub
Martim Afonso Chichorro,Portugal,745246211,"10,349,000",Stub
Lourenço Soares de Valadares,Portugal,745247201,"10,349,000",Stub
Sueiro Belfaguer,Portugal,745247335,"10,349,000",Stub
Mendo de Sousa,Portugal,745247469,"10,349,000",Stub
Gomes Echigues,Portugal,745247780,"10,349,000",Stub
Manuel Monteiro,Portugal,745748303,"10,349,000",Start
Cristóvão de Távora,Portugal,745925876,"10,349,000",Stub
André Cusaco,Portugal,747410381,"10,349,000",Stub
Vasco Martins de Melo,Portugal,747628282,"10,349,000",Stub
Jaime Silva (Portugal),Portugal,747631113,"10,349,000",Stub
Echigues Goçoy,Portugal,747838740,"10,349,000",Stub
Diniz d' Alpoim,Portugal,748041514,"10,349,000",Stub
Fernando Afonso de Albuquerque,Portugal,748055191,"10,349,000",Stub
"Gonçalo Vasques Coutinho, 2nd Marshal of Portugal",Portugal,748064906,"10,349,000",Stub
Mendo de Alpoim,Portugal,748108277,"10,349,000",Stub
Liberato Pinto,Portugal,749233438,"10,349,000",Start
Carlos Aboim Inglez,Portugal,749642064,"10,349,000",Stub
José António Rondão Almeida,Portugal,749762606,"10,349,000",Stub
"Henrique de Meneses, 4th Count of Viana",Portugal,750277729,"10,349,000",Stub
Abel Fontoura da Costa,Portugal,750910155,"10,349,000",C
Ernesto Hintze Ribeiro,Portugal,754089567,"10,349,000",Start
Jaime Ornelas Camacho,Portugal,754299397,"10,349,000",Stub
Duarte de Puy,Portugal,755315929,"10,349,000",Stub
Rodrigo Afonso,Portugal,757557518,"10,349,000",Start
"António José de Ávila, 1st Duke of Ávila and Bolama",Portugal,757852574,"10,349,000",C
Rogério Bacalhau,Portugal,757961341,"10,349,000",Stub
Manuel Frasquilho,Portugal,759280258,"10,349,000",C
Diogo Afonso,Portugal,759520156,"10,349,000",Start
Miguel de Vasconcelos,Portugal,761248391,"10,349,000",Start
"Moninho Viegas, o Gasco",Portugal,762617698,"10,349,000",Stub
Trastamiro Aboazar,Portugal,762776428,"10,349,000",Stub
Aboazar Lovesendes,Portugal,763080840,"10,349,000",Stub
Vasco de Almeida e Costa,Portugal,763123846,"10,349,000",Start
António Bagão Félix,Portugal,763454195,"10,349,000",Start
Diogo de Barcelos Machado Bettencourt,Portugal,763498724,"10,349,000",B
"João Afonso Telo de Meneses, 2nd Lord of Albuquerque",Portugal,764305176,"10,349,000",Stub
Mário Lino,Portugal,765014084,"10,349,000",Stub
António Teixeira de Sousa,Portugal,768649258,"10,349,000",Stub
João Leite de Bettencourt,Portugal,768784009,"10,349,000",Start
Ângelo Correia,Portugal,769911712,"10,349,000",Stub
Mouzinho da Silveira,Portugal,770541385,"10,349,000",C
Sancho Nunes de Barbosa,Portugal,770861729,"10,349,000",Stub
João de Vallera,Portugal,771134417,"10,349,000",Stub
Dom Manuel de Portugal,Portugal,773567672,"10,349,000",Start
"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",Portugal,777612250,"10,349,000",Start
José Mendes Melo Alves,Portugal,777614688,"10,349,000",Start
Telmo Pinto,Portugal,777739936,"10,349,000",Stub
Michael Seufert,Portugal,778888770,"10,349,000",Stub
"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",Portugal,779005915,"10,349,000",Start
José Bernardino de Portugal e Castro,Portugal,780528067,"10,349,000",Stub
Anselmo José Braamcamp,Portugal,780793265,"10,349,000",Stub
Hermano José Braamcamp de Almeida Castelo Branco,Portugal,780864927,"10,349,000",B
Francisco de Borja Garção Stockler,Portugal,780965191,"10,349,000",C
Teófilo Duarte,Portugal,782972786,"10,349,000",C
Manuel Lobo Antunes,Portugal,783134718,"10,349,000",Stub
Maria de Lurdes Rodrigues,Portugal,783457288,"10,349,000",Start
Rui Pereira (politician),Portugal,784391270,"10,349,000",Stub
José Xavier de Cerveira e Sousa,Portugal,784913748,"10,349,000",Start
António Alves Martins,Portugal,784916655,"10,349,000",Start
José Pedro Aguiar-Branco,Portugal,784955773,"10,349,000",Stub
Alberto Costa (Portuguese politician),Portugal,785074015,"10,349,000",Stub
Mário Lemos Pires,Portugal,785178849,"10,349,000",C
António Maria da Silva,Portugal,785233726,"10,349,000",Stub
Miguel Albuquerque,Portugal,785968468,"10,349,000",C
Joana Amaral Dias,Portugal,786271819,"10,349,000",Start
Orlando da Costa,Portugal,786299546,"10,349,000",Start
Henrique de Barros,Portugal,786300408,"10,349,000",Start
Lopo Gomes de Abreu,Portugal,786525160,"10,349,000",Stub
Artur Ivens Ferraz,Portugal,787023701,"10,349,000",Stub
Martim Pires Machado,Portugal,787157541,"10,349,000",Stub
List of Presidents of the Legislative Assembly of Madeira,Portugal,787343763,"10,349,000",Stub
Vasco da Gama Fernandes,Portugal,787542763,"10,349,000",Start
Ana Luís,Portugal,787953136,"10,349,000",Start
Fátima Felgueiras,Portugal,787953233,"10,349,000",Start
João Soares de Albergaria de Sousa,Portugal,788337807,"10,349,000",C
Alexandre Martins Pamplona Ramos,Portugal,788431441,"10,349,000",C
Ana Maria Gomes,Portugal,788930590,"10,349,000",C
Edite Estrela,Portugal,788930697,"10,349,000",Stub
João de Deus Pinheiro,Portugal,788930801,"10,349,000",Start
Maria da Assunção Esteves,Portugal,788930849,"10,349,000",Start
Nuno Melo (politician),Portugal,788930879,"10,349,000",Start
Ilda Figueiredo,Portugal,788931459,"10,349,000",Start
João Cravinho,Portugal,788931489,"10,349,000",Start
Sérgio Sousa Pinto,Portugal,788931542,"10,349,000",Start
António Vitorino,Portugal,789498468,"10,349,000",C
Artur Lima,Portugal,789858677,"10,349,000",Start
Paulo Bénard Guedes,Portugal,789906490,"10,349,000",Start
Manuel Martins Manso,Portugal,790270537,"10,349,000",Stub
Francisco Cunha Leal,Portugal,791873643,"10,349,000",Stub
José Correia da Serra,Portugal,792326196,"10,349,000",Start
Leonor Beleza,Portugal,793255523,"10,349,000",Start
António de Almeida Santos,Portugal,793380768,"10,349,000",C
João Soares (politician),Portugal,794035040,"10,349,000",Start
José Vicente de Freitas,Portugal,794406931,"10,349,000",Start
Jorge Alberto Hagedorn Rangel,Portugal,794481589,"10,349,000",Stub
Rubina Berardo,Portugal,794529016,"10,349,000",C
Duarte Leite,Portugal,794998321,"10,349,000",Start
Maria Barroso,Portugal,795332113,"10,349,000",C
Madalena Barbosa,Portugal,795434446,"10,349,000",Stub
Ana Paula Zacarias,Portugal,796606187,"10,349,000",Start
Nuno Martins da Silveira,Portugal,796675346,"10,349,000",Stub
João Lourenço da Cunha,Portugal,796992006,"10,349,000",Start
Alfredo Nobre da Costa,Portugal,797026004,"10,349,000",Start
Alberto João Jardim,Portugal,797249952,"10,349,000",C
"Pedro Gomes de Abreu, 3rd Lord of Regalados",Portugal,797485796,"10,349,000",Stub
Francisco Pereira de Moura,Portugal,797541953,"10,349,000",Stub
Presidents of the Regional Government of Madeira,Portugal,797550111,"10,349,000",C
Rodrigo Pinto Pizarro Pimentel de Almeida Carvalhais,Portugal,797558090,"10,349,000",Stub
António de Albuquerque Coelho,Portugal,797926454,"10,349,000",Stub
Francisco Maria Supico,Portugal,797979137,"10,349,000",Stub
Teófilo Braga,Portugal,798818813,"10,349,000",C
Manuel de Arriaga,Portugal,798882500,"10,349,000",C
Diogo Antônio Feijó,Portugal,799092918,"10,349,000",Start
"Nuno José Severo de Mendoça Rolim de Moura Barreto, 1st Duke of Loulé",Portugal,799301396,"10,349,000",Start
Rui Moreira,Portugal,799314368,"10,349,000",Stub
Alfredo Bruto da Costa,Portugal,799353990,"10,349,000",Start
Luís de Menezes Bragança,Portugal,799508749,"10,349,000",C
Henrique Neto,Portugal,799605316,"10,349,000",Start
Paulo de Morais,Portugal,799617813,"10,349,000",Stub
Miguel Relvas,Portugal,799814346,"10,349,000",B
José Francisco Gomes Monteiro,Portugal,799981363,"10,349,000",Stub
António Ginestal Machado,Portugal,800110374,"10,349,000",Stub
António Granjo,Portugal,800466366,"10,349,000",Start
José Ramos Preto,Portugal,800488340,"10,349,000",Start
Duarte Freitas,Portugal,800567478,"10,349,000",C
José Carlos Rates,Portugal,800639773,"10,349,000",Stub
Manuel Carvalho da Silva,Portugal,800655596,"10,349,000",Start
José Luciano de Castro,Portugal,800701153,"10,349,000",Stub
Carlos Brito (politician),Portugal,800884339,"10,349,000",Stub
Diogo Freitas do Amaral,Portugal,800884371,"10,349,000",C
António Garcia Pereira,Portugal,800884377,"10,349,000",Stub
Manuel Quintão Meireles,Portugal,800884403,"10,349,000",Stub
Carlos Galvão de Melo,Portugal,800884409,"10,349,000",Start
Fernando Nobre,Portugal,800884415,"10,349,000",C
António Sampaio da Nóvoa,Portugal,800884432,"10,349,000",Stub
Octávio Pato,Portugal,800884435,"10,349,000",Start
José Baptista Pinheiro de Azevedo,Portugal,800884443,"10,349,000",Start
Maria de Lourdes Pintasilgo,Portugal,800884456,"10,349,000",C
Fernando Rosas,Portugal,800884462,"10,349,000",Start
António Soares Carneiro,Portugal,800884475,"10,349,000",Start
Jerónimo de Sousa,Portugal,800884480,"10,349,000",C
Ângelo Veloso,Portugal,800884482,"10,349,000",Stub
Salgado Zenha,Portugal,800884486,"10,349,000",Start
Jamila Madeira,Portugal,800979953,"10,349,000",Stub
Sidónio Pais,Portugal,801031882,"10,349,000",C
Eduardo Catroga,Portugal,801091486,"10,349,000",Stub
Vítor Alves,Portugal,801139004,"10,349,000",Start
João Corvelo,Portugal,801245861,"10,349,000",Stub
Carlos Carvalhas,Portugal,801256996,"10,349,000",Start
Manuel Maria Carrilho,Portugal,801376753,"10,349,000",Start
Humberto Delgado,Portugal,801709372,"10,349,000",C
Carlos César,Portugal,801730127,"10,349,000",C
Domingos Abrantes,Portugal,801730204,"10,349,000",Stub
Eduardo Ferro Rodrigues,Portugal,801735394,"10,349,000",C
Fernando Nogueira,Portugal,801822146,"10,349,000",C
Narana Coissoró,Portugal,801882517,"10,349,000",Start
Manuel António Lino,Portugal,802143986,"10,349,000",GA
João da Mata Chapuzet,Portugal,802589896,"10,349,000",Start
"Bernardo de Sá Nogueira de Figueiredo, 1st Marquis of Sá da Bandeira",Portugal,802641098,"10,349,000",Start
José Cutileiro,Portugal,803190758,"10,349,000",C
Maria de Belém Roseira,Portugal,803285122,"10,349,000",Start
José Norton de Matos,Portugal,803328854,"10,349,000",Start
Jaime Nogueira Pinto,Portugal,803499767,"10,349,000",Start
Augusto Santos Silva,Portugal,803529130,"10,349,000",C
Fontes Pereira de Melo,Portugal,803558837,"10,349,000",C
José Maria de Sousa Horta e Costa,Portugal,803630374,"10,349,000",C
Francisco Louçã,Portugal,803654190,"10,349,000",C
Ricardo Rio,Portugal,803839807,"10,349,000",Stub
Catarina Martins,Portugal,803846718,"10,349,000",Stub
Francisco Martins Rodrigues,Portugal,803960663,"10,349,000",Stub
Bernardo António da Costa de Macedo,Portugal,804081310,"10,349,000",C
Domingos Duarte Lima,Portugal,804095754,"10,349,000",C
João Tamagnini Barbosa,Portugal,804154484,"10,349,000",Stub
Luís Marques Mendes,Portugal,804256151,"10,349,000",B
José António Vieira da Silva,Portugal,804266007,"10,349,000",Stub
Froilano de Mello,Portugal,804334554,"10,349,000",GA
Otelo Saraiva de Carvalho,Portugal,804354439,"10,349,000",C
Nuno Pereira de Lacerda,Portugal,804597381,"10,349,000",Start
Mariana Mortágua,Portugal,804729802,"10,349,000",Stub
Ana Drago,Portugal,804736135,"10,349,000",Stub
Rita Rato,Portugal,804816985,"10,349,000",Stub
José Manuel Pureza,Portugal,804827414,"10,349,000",Stub
Estêvão Pires de Alpoim,Portugal,804931752,"10,349,000",Stub
Lopo de Alpoim,Portugal,804946033,"10,349,000",Stub
Gonçalo Anes de Briteiros,Portugal,805236227,"10,349,000",Stub
João Mendes de Briteiros,Portugal,805238525,"10,349,000",Stub
Mem Rodrigues de Briteiros,Portugal,805240010,"10,349,000",Stub
Anselmo Braamcamp Freire,Portugal,805254568,"10,349,000",Stub
Raimundo Pais de Riba de Vizela,Portugal,805378988,"10,349,000",Stub
Paio Pires de Guimarães,Portugal,805379698,"10,349,000",Stub
"António Osório Sarmento de Figueiredo, Jr.",Portugal,805514781,"10,349,000",C
Azedo Gneco,Portugal,805520273,"10,349,000",Stub
Martim Afonso de Melo,Portugal,805521641,"10,349,000",Start
Nuno Velho Cabral,Portugal,805536407,"10,349,000",Stub
Fernão Velho,Portugal,805541151,"10,349,000",Start
José Soeiro,Portugal,805563511,"10,349,000",Stub
Diogo Gonçalves de Travassos,Portugal,805687124,"10,349,000",Start
Álvaro Gil Cabral,Portugal,805698062,"10,349,000",Start
Marisa Matias,Portugal,805726931,"10,349,000",C
Marcelo Rebelo de Sousa,Portugal,805759807,"10,349,000",C
Carlos Moedas,Portugal,805787517,"10,349,000",C
Gonçalo Ribeiro Telles,Portugal,805793346,"10,349,000",Stub
João Pimenta Lopes,Portugal,805820951,"10,349,000",Stub
Pedro Passos Coelho,Portugal,805843097,"10,349,000",FA
Luís de Almeida Braga,Portugal,805896382,"10,349,000",Start
Gil Cabral,Portugal,805997741,"10,349,000",Stub
"Francisco Coutinho, 4th count of Marialva",Portugal,806015449,"10,349,000",Start
José Manuel Barroso,Portugal,806018647,"10,349,000",B
"Luís Pinto de Soveral, 1st Marquis of Soveral",Portugal,806056744,"10,349,000",Start
Vitalino Canas,Portugal,806059553,"10,349,000",Start
Honório Novo,Portugal,806064736,"10,349,000",Start
Albino Aroso,Portugal,806248187,"10,349,000",Start
Francisco Luís Gomes,Portugal,806250210,"10,349,000",GA
Joaquim Heliodoro da Cunha Rivara,Portugal,806252104,"10,349,000",C
Manuel Alegre,Portugal,806292206,"10,349,000",C
Álvaro Martins Homem III,Portugal,806297208,"10,349,000",Start
António Abreu,Portugal,806418810,"10,349,000",Start
Ricardo Baptista Leite,Portugal,806482808,"10,349,000",C
Álvaro Bulhão Pato,Portugal,806716104,"10,349,000",Start
Joel Hasse Ferreira,Portugal,806902930,"10,349,000",Start
José Manuel Coelho,Portugal,807340614,"10,349,000",Start
Armando Vara,Portugal,807341268,"10,349,000",Start
João Torres,Portugal,807428962,"10,349,000",Stub
António Costa,Portugal,807450296,"10,349,000",C
Template:Switzerland-mayor-stub,Switzerland,446011535,"8,292,851",Stub
Template:Switzerland-diplomat-stub,Switzerland,529588432,"8,292,851",Stub
Template:Switzerland-activist-stub,Switzerland,591438058,"8,292,851",Stub
Template:Switzerland-politician-stub,Switzerland,668918051,"8,292,851",Stub
Fritz Hofmann (politician),Switzerland,699244801,"8,292,851",Stub
Theodor Ab Yberg,Switzerland,703463813,"8,292,851",Stub
Max Binder,Switzerland,703925527,"8,292,851",Stub
Pierre Muller,Switzerland,704830391,"8,292,851",Stub
Peter Friederich,Switzerland,704987150,"8,292,851",Stub
Kurt Meyer (Lucerne),Switzerland,705570766,"8,292,851",Stub
Hans-Jürg Fehr,Switzerland,706240609,"8,292,851",Stub
Rolf Büttiker,Switzerland,706345809,"8,292,851",Stub
Hanspeter Seiler,Switzerland,706348891,"8,292,851",Stub
Jean-Philippe Maitre,Switzerland,706822425,"8,292,851",Stub
Felix Walker (Swiss politician),Switzerland,707140404,"8,292,851",Stub
Gallus Jacob Baumgartner,Switzerland,708570535,"8,292,851",Start
Jean-Noël Rey,Switzerland,708789334,"8,292,851",Start
Peter Bieri (politician),Switzerland,709838505,"8,292,851",Stub
Niklaus Dachselhofer,Switzerland,709969320,"8,292,851",Stub
Pierre François Bellot,Switzerland,710282316,"8,292,851",Stub
Pius Segmüller,Switzerland,710666365,"8,292,851",Stub
Flavio Maspoli,Switzerland,711466343,"8,292,851",Stub
Robert Cramer (Swiss politician),Switzerland,712834550,"8,292,851",Stub
Ulrich Schlüer,Switzerland,712834967,"8,292,851",Start
Adrian Amstutz,Switzerland,712886439,"8,292,851",Start
André Bugnon,Switzerland,713008913,"8,292,851",Stub
Ulrich Giezendanner,Switzerland,713500223,"8,292,851",Start
Yann Richter,Switzerland,714886828,"8,292,851",Stub
Bruno Hunziker,Switzerland,715067469,"8,292,851",Start
Tilo Frey,Switzerland,715221232,"8,292,851",Stub
Hannes Germann,Switzerland,715644976,"8,292,851",Stub
Caspar Baader,Switzerland,715662306,"8,292,851",Stub
Ruedi Lustenberger,Switzerland,715676648,"8,292,851",Stub
Peter Ochs,Switzerland,716174219,"8,292,851",Start
Kurt Fluri,Switzerland,717720616,"8,292,851",Stub
Peter-Josef Schallberger,Switzerland,718100580,"8,292,851",Stub
David Hess (painter),Switzerland,718424630,"8,292,851",Start
Charles-Alexandre Steinhäuslin,Switzerland,718621498,"8,292,851",Start
Evaristo Garbani-Nerini,Switzerland,719815008,"8,292,851",Stub
Cédric Wermuth,Switzerland,720723194,"8,292,851",Stub
Friedrich Huwyler,Switzerland,722002833,"8,292,851",Stub
Antoinette Quinche,Switzerland,722703985,"8,292,851",Stub
Gertrud Haldimann,Switzerland,722704470,"8,292,851",Stub
Marco Borradori,Switzerland,723108210,"8,292,851",Stub
Pierre Fatio,Switzerland,723565800,"8,292,851",Stub
Georgie Lamon,Switzerland,723747662,"8,292,851",Stub
August Stähelin,Switzerland,723967575,"8,292,851",Stub
Eduard Häberlin,Switzerland,723979678,"8,292,851",Stub
Christian Sahli,Switzerland,723979757,"8,292,851",Stub
Florian Gengel,Switzerland,724014779,"8,292,851",Stub
Adolphe Jordan,Switzerland,724016053,"8,292,851",Stub
Oskar Munzinger,Switzerland,724016140,"8,292,851",Stub
Fritz Göttisheim,Switzerland,724016310,"8,292,851",Stub
Gustav Muheim,Switzerland,724016358,"8,292,851",Stub
Filippo Lombardi (politician),Switzerland,724019160,"8,292,851",Stub
Paul Scherrer (politician),Switzerland,724044322,"8,292,851",Stub
Paul Emil Usteri,Switzerland,724046246,"8,292,851",Stub
Gottfried Kunz,Switzerland,724046271,"8,292,851",Stub
Eugène Richard,Switzerland,724046294,"8,292,851",Start
Eduard Blösch,Switzerland,724057022,"8,292,851",Stub
Friedrich Siegfried,Switzerland,724057168,"8,292,851",Stub
Karl Karrer,Switzerland,724061784,"8,292,851",Stub
Gottlieb Jäger,Switzerland,724061854,"8,292,851",Stub
Melchior Römer,Switzerland,724073804,"8,292,851",Stub
Johannes Stössel,Switzerland,724074282,"8,292,851",Stub
Friedrich Heinrich Häberlin,Switzerland,724074496,"8,292,851",Stub
August Suter,Switzerland,724078456,"8,292,851",Stub
Fritz Bühlmann,Switzerland,724081099,"8,292,851",Stub
Karl Emil Wild,Switzerland,724092845,"8,292,851",Stub
Niklaus Niggeler,Switzerland,724510066,"8,292,851",Stub
Jean-François Leuba,Switzerland,725248688,"8,292,851",Stub
Otto Hunziker,Switzerland,726687211,"8,292,851",Stub
Georg Friedrich Heilmann,Switzerland,728148690,"8,292,851",Stub
List of Presidents of the Swiss Diet,Switzerland,730828062,"8,292,851",Stub
Léon Nicole,Switzerland,730875378,"8,292,851",Stub
Maximilian Jaeger,Switzerland,731124391,"8,292,851",Stub
Paul Speiser,Switzerland,733464779,"8,292,851",Stub
Virgile Rossel,Switzerland,733509439,"8,292,851",Start
Jules Roguin,Switzerland,733931731,"8,292,851",Stub
Arnold Otto Aepli,Switzerland,733932577,"8,292,851",Stub
Albert Ammann,Switzerland,733932605,"8,292,851",Stub
Martin Birmann,Switzerland,733932704,"8,292,851",Stub
Othmar Blumer,Switzerland,733932731,"8,292,851",Stub
Alphonse Bory,Switzerland,733932743,"8,292,851",Stub
Charles Friderich,Switzerland,733933120,"8,292,851",Stub
Daniel Wirth,Switzerland,733933147,"8,292,851",Stub
Gottlieb Ziegler,Switzerland,733933162,"8,292,851",Stub
Carl Feer-Herzog,Switzerland,733933184,"8,292,851",Stub
James Fazy,Switzerland,733933194,"8,292,851",Stub
Friedrich Eggli,Switzerland,733933207,"8,292,851",Stub
Johann Jakob Trog,Switzerland,733933288,"8,292,851",Stub
Heinrich Gustav Schoch,Switzerland,733933329,"8,292,851",Stub
Antoine Vessaz,Switzerland,733933369,"8,292,851",Stub
Henri Gaspard de Schaller,Switzerland,733933407,"8,292,851",Stub
Peter Gerber (politician),Switzerland,733933421,"8,292,851",Stub
Henri de Torrenté,Switzerland,733933448,"8,292,851",Stub
Johann Jakob Hohl,Switzerland,733933470,"8,292,851",Stub
Luzius Raschein,Switzerland,733933497,"8,292,851",Stub
Josef Hildebrand (politician),Switzerland,733933517,"8,292,851",Stub
Rinaldo Simen,Switzerland,733933539,"8,292,851",Stub
Aimé Humbert,Switzerland,733933668,"8,292,851",Stub
Adam Herzog,Switzerland,733933683,"8,292,851",Stub
Nicolaus Hermann,Switzerland,733933703,"8,292,851",Stub
Georg Leumann,Switzerland,733933806,"8,292,851",Stub
Alphons Koechlin,Switzerland,733933821,"8,292,851",Stub
Armin Kellersberger,Switzerland,733933846,"8,292,851",Stub
Emil Isler,Switzerland,733933865,"8,292,851",Stub
Wilhelm Vigier,Switzerland,733934068,"8,292,851",Stub
Casimir Pfyffer,Switzerland,733934107,"8,292,851",Stub
Jakob Huldreich Bachmann,Switzerland,733934176,"8,292,851",Stub
Joseph Stockmar,Switzerland,733934199,"8,292,851",Stub
Rudolf Gallati,Switzerland,733934228,"8,292,851",Stub
Arnold Robert,Switzerland,733934781,"8,292,851",Stub
Antonio Riva (politician),Switzerland,733934800,"8,292,851",Stub
Robert Reimann (politician),Switzerland,733935182,"8,292,851",Stub
Karl Reichlin,Switzerland,733935235,"8,292,851",Stub
Albert Scherb,Switzerland,733935298,"8,292,851",Stub
Samuel Schwarz (politician),Switzerland,733935344,"8,292,851",Stub
